Frank-Hertz Experiment		
		
Vr(V)= 1.5		
Cathode Heater Current (mA) = 0		
		 
Va(V)_1	Ia(E-12 A)_1	T(c)_1
22.60	2.28	171.20
22.70	2.70	171.20
22.80	3.02	171.20
22.90	3.43	171.20
23.00	4.03	171.20
23.10	4.47	171.19
23.20	5.09	171.19
23.30	5.66	171.19
23.40	6.56	171.19
23.50	7.37	171.19
23.60	8.10	171.19
23.70	9.12	171.18
23.80	10.00	171.18
23.90	11.21	171.17
24.00	12.21	171.17
24.10	13.51	171.17
24.20	14.75	171.17
24.30	16.13	171.17
24.40	17.34	171.17
24.50	18.89	171.17
24.60	20.40	171.17
24.70	21.53	171.16
24.80	22.94	171.16
24.90	23.82	171.16
25.00	24.49	171.16
25.10	24.74	171.16
25.20	24.89	171.15
25.30	24.54	171.15
25.40	23.95	171.15
25.50	23.05	171.15
25.60	21.94	171.14
25.70	20.31	171.14
25.80	19.06	171.14
25.90	17.41	171.14
26.00	16.03	171.14
26.10	14.07	171.14
26.20	12.65	171.14
26.30	11.01	171.14
26.40	10.03	171.13
26.50	8.57	171.13
26.60	7.54	171.13
26.70	6.57	171.13
26.80	5.99	171.13
26.90	5.31	171.13
27.00	4.92	171.12
27.10	4.38	171.12
27.20	4.09	171.12
27.30	3.96	171.12
27.40	4.18	171.11
27.50	4.28	171.11
27.60	4.32	171.11
27.70	3.83	171.11
27.80	5.00	171.10
27.90	5.53	171.10
28.00	6.03	171.10
28.10	6.77	171.10
28.20	7.39	171.09
28.30	8.28	171.09
28.40	9.15	171.08
28.50	10.16	171.08
28.60	11.38	171.08
28.70	12.39	171.08
28.80	13.94	171.08
28.90	15.10	171.08
29.00	16.70	171.07
29.10	18.10	171.07
29.20	19.87	171.06
29.30	21.52	171.06
29.40	23.32	171.06
29.50	24.89	171.06
29.60	26.82	171.05
29.70	28.69	171.05
29.80	29.85	171.05
29.90	31.30	171.05
30.00	32.24	171.04
30.10	33.09	171.04
30.20	33.29	171.03
30.30	33.66	171.03
30.40	33.42	171.03
30.50	32.83	171.03
30.60	32.05	171.03
30.70	30.93	171.02
30.80	29.45	171.02
30.90	28.08	171.01
31.00	26.24	171.01
31.10	24.90	171.02
31.20	22.80	171.02
31.30	21.21	171.01
31.40	19.49	171.01
31.50	17.74	171.00
31.60	16.45	171.00
31.70	14.94	171.00
31.80	13.61	171.00
31.90	12.74	171.00
32.00	11.63	171.00
32.10	10.80	170.99
32.20	10.21	170.99
32.30	9.64	170.98
32.40	9.42	170.98
32.50	9.12	170.98
32.60	9.01	170.98
32.70	8.95	170.98
32.80	9.12	170.98
32.90	9.54	170.98
33.00	9.96	170.98
33.10	10.38	170.97
33.20	11.00	170.97
33.30	11.94	170.97
33.40	13.24	170.97
33.50	14.10	170.96
33.60	15.12	170.96
33.70	16.58	170.96
33.80	18.15	170.96
33.90	19.58	170.95
34.00	21.22	170.95
34.10	23.00	170.95
34.20	25.14	170.95
34.30	27.12	170.94
34.40	29.42	170.94
34.50	31.29	170.93
34.60	33.50	170.93
34.70	35.43	170.94
34.80	37.54	170.94
34.90	39.45	170.94
35.00	40.66	170.94
35.10	42.25	170.93
35.20	43.14	170.93
35.30	43.96	170.92
35.40	44.31	170.92
35.50	44.30	170.91
35.60	44.34	170.91
35.70	43.65	170.91
35.80	42.96	170.91
35.90	41.73	170.91
36.00	40.54	170.91
36.10	36.68	170.91
36.20	37.37	170.90
36.30	35.41	170.90
36.40	33.89	170.90
36.50	31.99	170.90
36.60	30.46	170.89
36.70	28.61	170.89
36.80	26.87	170.89
36.90	25.36	170.89
37.00	23.90	170.89
37.10	22.70	170.89
37.20	21.82	170.88
37.30	20.86	170.88
37.40	19.79	170.87
37.50	19.13	170.87
37.60	18.60	170.88
37.70	18.31	170.88
37.80	17.96	170.87
37.90	17.87	170.87
38.00	17.80	170.87
38.10	18.08	170.87
38.20	18.42	170.86
38.30	19.11	170.86
38.40	18.77	170.86
38.50	20.74	170.86
38.60	21.67	170.85
38.70	22.97	170.85
38.80	24.47	170.84
38.90	25.84	170.84
39.00	27.92	170.84
39.10	29.66	170.84
39.20	31.76	170.84
39.30	33.85	170.84
39.40	36.19	170.83
39.50	38.35	170.83
39.60	40.97	170.83
39.70	43.16	170.83
39.80	45.56	170.83
39.90	48.05	170.83
40.00	49.90	170.83
