Address:,USB0::0x0957::0x179B::MY59127615::0::INSTR,,Analog Channels,,,
Model:,DSO-X 2002A,,Time (s),1 (VOLT),2 (VOLT),
,,,-0.0203645834075,-0.0397386874537915,-0.0485678643453866,
,,,-0.020312500075,-0.0472763758152723,-0.052336708526127,
,,,-0.0202604167425,-0.053557782783173,-0.0661558038555086,
,,,-0.02020833341,-0.0610954711446539,-0.0498241457389668,
,,,-0.0201562500775,-0.0673768781125546,-0.0548492713132873,
,,,-0.020104166745,-0.0736582850804552,-0.0259547992609441,
,,,-0.0200520834125,-0.0811959734419361,-0.0598743968876079,
,,,-0.02000000008,-0.0874773804098368,-0.0485678643453866,
,,,-0.0199479167475,-0.0950150687713176,-0.0309799248352647,
,,,-0.019895833415,-0.102552757132798,-0.0598743968876079,
,,,-0.0198437500825,-0.108834164100699,-0.0473115829518065,
,,,-0.01979166675,-0.1151155710686,-0.0397738945903257,
,,,-0.0197395834175,-0.122653259430081,-0.0447990201646462,
,,,-0.019687500085,-0.128934666397981,-0.0397738945903257,
,,,-0.0196354167525,-0.137728636153042,-0.0385176131967455,
,,,-0.01958333342,-0.144010043120943,-0.0422864573774859,
,,,-0.0195312500875,-0.149035168695264,-0.0284673620481044,
,,,-0.019479166755,-0.155316575663164,-0.0309799248352647,
,,,-0.0194270834225,-0.161597982631065,-0.0184171108994633,
,,,-0.01937500009,-0.167879389598966,-0.0322362062288448,
,,,-0.0193229167575,-0.175417077960446,-0.0297236434416845,
,,,-0.019270833425,-0.181698484928347,-0.033492487622425,
,,,-0.0192187500925,-0.187979891896248,-0.0347487690160051,
,,,-0.01916666676,-0.194261298864149,-0.0322362062288448,
,,,-0.0191145834275,-0.200542705832049,-0.0309799248352647,
,,,-0.019062500095,-0.20682411279995,0.000427110004238784,
,,,-0.0190104167625,-0.213105519767851,-0.0133919853251427,
,,,-0.01895833343,-0.220643208129331,0.0041959541849792,
,,,-0.0189062500975,-0.228180896490812,-0.0108794225379825,
,,,-0.018854166765,-0.233206022065133,0.0104773611528799,
,,,-0.0188020834325,-0.239487429033034,0.01173364254646,
,,,-0.0187500001,-0.247025117394514,0.0041959541849792,
,,,-0.0186979167675,-0.253306524362415,-0.024698517867364,
,,,-0.018645833435,-0.259587931330316,0.0129899239400402,
,,,-0.0185937501025,-0.265869338298216,0.00796479836571962,
,,,-0.01854166677,-0.272150745266117,0.0180150495143607,
,,,-0.0184895834375,-0.278432152234018,-0.000829171389341354,
,,,-0.018437500105,-0.283457277808338,-0.00836685975082219,
,,,-0.0183854167725,-0.290994966169819,-0.0171608295058832,
,,,-0.01833333344,-0.29727637313772,-0.0133919853251427,
,,,-0.0182812501075,-0.303557780105621,0.020527612301521,
