Address:,USB0::0x0957::0x179B::MY59127615::0::INSTR,,Analog Channels,,,
Model:,DSO-X 2002A,,Time (s),1 (VOLT),2 (VOLT),
Serial Number:,MY59127615,,-0.025,0.902355528553016,-0.0201005022972822,
Firmware Version:,02.50.2019022736,,-0.0249479166675,0.901099247159436,-0.0288944720523432,
Start Time:,2023-04-17 17:11:16.682,,-0.024895833335,0.901099247159436,-0.036432160413824,
,,,-0.0248437500025,0.898586684372276,-0.0238693464780226,
Analog Sample Count:,960,,-0.02479166667,0.897330402978696,-0.0138190953293815,
Function Sample Count:,0,,-0.0247395833375,0.896074121585116,-0.0188442209037021,
Waveform Memory Sample Count:,0,,-0.024687500005,0.894817840191536,-0.0125628139358014,
Digital Sample Count:,0,,-0.0246354166725,0.893561558797956,-0.0226130650844425,
,,,-0.02458333334,0.893561558797956,-0.0376884418074042,
Setup Text Information:,,,-0.0245312500075,0.891048996010795,-0.0251256278716028,
ANALOG,,,-0.024479166675,0.889792714617215,-0.0226130650844425,
Channel 1,,,-0.0244270833425,0.887280151830055,-0.00879396975506097,
Scale,500 mV/,,-0.02437500001,0.887280151830055,-0.0125628139358014,
Pos,431.25 mV,,-0.0243229166775,0.886023870436475,-0.0276381906587631,
Coup,,,-0.024270833345,0.884767589042895,-0.0238693464780226,
BW,Off,,-0.0242187500125,0.884767589042895,-0.0213567836908624,
Inv,Off,,-0.02416666668,0.880998744862154,-0.0213567836908624,
Imp,1M Ohm,,-0.0241145833475,0.879742463468574,-0.0100502511486411,
Trace Label,1,,-0.024062500015,0.879742463468574,-0.0301507534459233,
Probe,1,,-0.0240104166825,0.877229900681414,-0.0276381906587631,
Skew,0 s,,-0.02395833335,0.874717337894253,-0.0138190953293815,
,,,-0.0239062500175,0.872204775107093,-0.0138190953293815,
Channel 2,,,-0.023854166685,0.870948493713513,-0.0251256278716028,
Scale,500 mV/,,-0.0238020833525,0.868435930926353,-0.0125628139358014,
Pos,0 V,,-0.02375000002,0.867179649532773,-0.0125628139358014,
Coup,,,-0.0236979166875,0.863410805352032,-0.0138190953293815,
BW,Off,,-0.023645833355,0.860898242564872,-0.0226130650844425,
Inv,Off,,-0.0235937500225,0.859641961171292,-0.0326633162330836,
Imp,1M Ohm,,-0.02354166669,0.854616835596971,-0.0213567836908624,
Trace Label,2,,-0.0234895833575,0.850847991416231,-0.0125628139358014,
Probe,1,,-0.023437500025,0.84582286584191,-0.00628140696790069,
Skew,0 s,,-0.0233854166925,0.84079774026759,-0.0125628139358014,
,,,-0.02333333336,0.837028896086849,-0.0113065325422212,
MATH,,,-0.0232812500275,0.832003770512529,-0.0175879395101219,
REFERENCE WAVEFORM,,,-0.023229166695,0.825722363544628,-0.00628140696790069,
TRIGGER,,,-0.0231770833625,0.820697237970307,0.00376884418074042,
Sweep Mode,NORM,,-0.02312500003,0.814415831002407,0.00125628139358014,
Coup,DC,,-0.0230729166975,0.810646986821666,0.00251256278716028,
Noise Rej,Off,,-0.023020833365,0.804365579853766,-0.00376884418074042,
HF Rej,Off,,-0.0229687500325,0.796827891492285,0.00251256278716028,
Holdoff,40.0 ns,,-0.0229166667,0.791802765917964,0.00125628139358014,
Mode,EDGE,,-0.0228645833675,0.785521358950064,0.00753768836148083,
Source,CHAN1,,-0.022812500035,0.777983670588583,0.00251256278716028,
Slope,POS,,-0.0227604167025,0.772958545014262,0.00502512557432055,
Level,439.5 mV V,,-0.02270833337,0.766677138046362,0,
,,,-0.0226562500375,0.760395731078461,-0.00502512557432055,
HORIZONTAL,,,-0.022604166705,0.75411432411056,0.0100502511486411,
Mode,MAIN,,-0.0225520833725,0.746576635749079,0.00125628139358014,
Ref,CENT,,-0.02250000004,0.740295228781179,0.00628140696790069,
Main Scale,5 ms/,,-0.0224479167075,0.732757540419698,0.0201005022972822,
Main Delay,0 s,,-0.022395833375,0.725219852058217,0,
,,,-0.0223437500425,0.717682163696736,0.0150753767229617,
ACQUISITION,,,-0.02229166671,0.710144475335255,-0.0100502511486411,
Mode,HRES,,-0.0222395833775,0.702606786973774,0.00251256278716028,
RealTime,On,,-0.022187500045,0.695069098612294,-0.00251256278716028,
Vectors,On,,-0.0221354167125,0.687531410250813,-0.00753768836148083,
Persistence,Off,,-0.02208333338,0.681250003282912,0.0138190953293815,
,,,-0.0220312500475,0.672456033527851,0.0201005022972822,
,,,-0.021979166715,0.66491834516637,0.00628140696790069,
,,,-0.0219270833825,0.656124375411309,0,
,,,-0.02187500005,0.648586687049828,0.00376884418074042,
,,,-0.0218229167175,0.639792717294768,0.0113065325422212,
,,,-0.021770833385,0.632255028933287,0.045226130168885,
,,,-0.0217187500525,0.622204777784646,0.0288944720523432,
,,,-0.02166666672,0.614667089423165,0.0314070348395035,
,,,-0.0216145833875,0.607129401061684,0.0314070348395035,
,,,-0.021562500055,0.599591712700203,0.0213567836908624,
,,,-0.0215104167225,0.592054024338722,0.0175879395101219,
,,,-0.02145833339,0.584516335977241,0.0150753767229617,
,,,-0.0214062500575,0.576978647615761,0.0163316581165418,
,,,-0.021354166725,0.56944095925428,0.0326633162330836,
,,,-0.0213020833925,0.561903270892799,0.0150753767229617,
,,,-0.02125000006,0.554365582531318,0.00753768836148083,
,,,-0.0211979167275,0.545571612776257,0.0213567836908624,
,,,-0.021145833395,0.539290205808356,0.0288944720523432,
,,,-0.0210937500625,0.531752517446876,0.0213567836908624,
,,,-0.02104166673,0.524214829085395,0.0351758790202439,
,,,-0.0209895833975,0.517933422117494,0.0489949743496254,
,,,-0.020937500065,0.511652015149593,0.0226130650844425,
,,,-0.0208854167325,0.504114326788113,0.0339195976266637,
,,,-0.0208333334,0.497832919820212,0.0201005022972822,
