Address:,USB0::0x0957::0x179B::MY59127615::0::INSTR,,Analog Channels,,,
Model:,DSO-X 2002A,,Time (s),1 (VOLT),2 (VOLT),
,,,-0.0063020836325,-0.233055228600278,0.050719854189083,
,,,-0.0062500003,-0.239964775624685,-0.15711937029846,
,,,-0.0061979169675,-0.246874322649091,-0.270486220018938,
,,,-0.006145833635,-0.25441201031208,0.0459962354507297,
,,,-0.0060937503025,-0.261949697975069,0.127478658687323,
,,,-0.00604166697,-0.266974823083729,-0.212621890474111,
,,,-0.0059895836375,-0.273884370108135,-0.00478266598656774,
,,,-0.005937500305,-0.278909495216794,-0.0390289018396288,
,,,-0.0058854169725,-0.283934620325454,-0.0402098065242171,
,,,-0.00583333364,-0.287703464156948,-0.0732751376926899,
,,,-0.0057812503075,-0.29335672990419,-0.139405800029635,
,,,-0.005729166975,-0.298381855012849,-0.088626898592338,
,,,-0.0056770836425,-0.301522558205761,-0.148853037506342,
,,,-0.00562500031,-0.305919542675838,-0.314179693348706,
,,,-0.0055729169775,-0.308432105230168,-0.315360598033294,
,,,-0.005520833645,-0.312200949061662,-0.200812843628228,
,,,-0.0054687503125,-0.314713511615992,-0.253953554434702,
,,,-0.00541666698,-0.317854214808904,-0.232697270112112,
,,,-0.0053645836475,-0.320366777363233,-0.122873134445399,
,,,-0.005312500315,-0.322879339917563,-0.0921696126461029,
,,,-0.0052604169825,-0.324135621194728,-0.181918368674815,
,,,-0.00520833365,-0.325391902471893,-0.281114362180233,
,,,-0.0051562503175,-0.329160746303387,-0.146491228137165,
,,,-0.005104166985,-0.331045168219134,-0.100435945438221,
,,,-0.0050520836525,-0.331673308857717,-0.147672132821754,
,,,-0.00500000032,-0.333557730773464,-0.161842989036813,
,,,-0.0049479169875,-0.332929590134881,-0.103978659491986,
,,,-0.004895833655,-0.333557730773464,-0.128777657868341,
,,,-0.0048437503225,-0.333557730773464,-0.174832940567285,
,,,-0.00479166699,-0.334185871412046,-0.213802795158699,
,,,-0.0047395836575,-0.333557730773464,-0.145310323452577,
,,,-0.004687500325,-0.332929590134881,-0.152395751560107,
,,,-0.0046354169925,-0.332301449496299,-0.315360598033294,
,,,-0.00458333366,-0.331045168219134,-0.220888223266229,
,,,-0.0045312503275,-0.329160746303387,-0.0106871894095093,
,,,-0.004479166995,-0.327904465026222,-0.27639074344188,
,,,-0.0044270836625,-0.326648183749057,-0.45116463676095,
,,,-0.00437500033,-0.32476376183331,-0.264581696595997,
,,,-0.0043229169975,-0.32225119927898,-0.0957123266998678,
,,,-0.004270833665,-0.320366777363233,0.0389108073431998,
,,,-0.0042187503325,-0.317854214808904,-0.15003394219093,
,,,-0.004166667,-0.315341652254574,-0.13586308597587,
,,,-0.0041145836675,-0.313457230338827,-0.0945314220152795,
,,,-0.004062500335,-0.31157280842308,-0.138224895345047,
,,,-0.0040104170025,-0.309688386507332,-0.24804903101176,
,,,-0.00395833367,-0.307175823953003,-0.227973651373759,
,,,-0.0039062503375,-0.304035120760091,-0.151214846875519,
,,,-0.003854167005,-0.301522558205761,-0.114606801653281,
,,,-0.0038020836725,-0.299009995651431,-0.26930531533435,
,,,-0.00375000034,-0.295869292458519,-0.259858077857643,
,,,-0.0036979170075,-0.292100448627025,-0.37440583226271,
,,,-0.003645833675,-0.288959745434113,-0.389757593162358,
,,,-0.0035937503425,-0.286447182879783,-0.257496268488467,
,,,-0.00354166701,-0.282050198409706,-0.172471131198108,
,,,-0.0034895836775,-0.280793917132542,-0.119330420391634,
,,,-0.003437500345,-0.27765321393963,-0.198451034259051,
,,,-0.0033854170125,-0.274512510746717,-0.0614660908468068,
,,,-0.00333333368,-0.271999948192388,-0.0295816643629223,
,,,-0.0032812503475,-0.268859244999476,-0.128777657868341,
,,,-0.003229167015,-0.266346682445146,-0.17837565462105,
,,,-0.0031770836825,-0.263205979252234,-0.0496570440009236,
,,,-0.00312500035,-0.260065276059322,-0.167747512459755,
,,,-0.0030729170175,-0.25692457286641,-0.0579233767930418,
,,,-0.003020833685,-0.253783869673498,-0.129958562552929,
,,,-0.0029687503525,-0.250643166480586,-0.102797754807398,
,,,-0.00291666702,-0.246874322649091,-0.190184701466933,
,,,-0.0028645836875,-0.243105478817597,-0.295285218395293,
,,,-0.002812500355,-0.239964775624685,-0.158300274983048,
,,,-0.0027604170225,-0.236195931793191,-0.180737463990226,
,,,-0.00270833369,-0.231170806684531,-0.0531997580546886,
,,,-0.0026562503575,-0.226773822214454,-0.145310323452577,
,,,-0.002604167025,-0.223633119021542,-0.0567424721084535,
,,,-0.0025520836925,-0.219236134551466,-0.0248580456245691,
,,,-0.00250000036,-0.214211009442806,-0.198451034259051,
,,,-0.0024479170275,-0.208557743695565,-0.25513445911929,
,,,-0.002395833695,-0.202904477948323,-0.114606801653281,
,,,-0.0023437503625,-0.197251212201081,-0.155938465613872,
,,,-0.00229166703,-0.192226087092422,-0.0307625690475106,
,,,-0.0022395836975,-0.185316540068015,0.0152927136514336,
,,,-0.002187500365,-0.179035133682191,-0.106340468861163,
,,,-0.0021354170325,-0.169613024103455,-0.128777657868341,
,,,-0.0020833337,-0.160190914524719,-0.0862650892231613,
,,,-0.0020312503675,-0.150768804945983,-0.103978659491986,
,,,-0.001979167035,-0.141974836005829,-0.06618970958516,
