Address:,USB0::0x0957::0x179B::MY59127615::0::INSTR,,Analog Channels,,,
Probe,1,,-0.023488,-0.502793932333589,-0.0079145785421133,
Skew,0 s,,-0.0234376,-0.502793932333589,0.0523869283497334,
,,,-0.0233872,-0.476261273026466,-0.0280150808393955,
MATH,,,-0.0233368,-0.476261273026466,0.0121859237551689,
REFERENCE WAVEFORM,,,-0.0232864,-0.449728613719344,-0.0280150808393955,
TRIGGER,,,-0.023236,-0.502793932333589,-0.0079145785421133,
Sweep Mode,NORM,,-0.0231856,-0.476261273026466,0.0121859237551689,
Coup,DC,,-0.0231352,-0.449728613719344,0.0322864260524511,
Noise Rej,Off,,-0.0230848,-0.476261273026466,0.0523869283497334,
HF Rej,Off,,-0.0230344,-0.502793932333589,0.0925879329442978,
Holdoff,40.0 ns,,-0.022984,-0.502793932333589,0.0925879329442978,
Mode,EDGE,,-0.0229336,-0.502793932333589,0.132788937538862,
Source,CHAN1,,-0.0228832,-0.476261273026466,0.172989942133427,
Slope,POS,,-0.0228328,-0.476261273026466,0.193090444430709,
Level,-20 mV V,,-0.0227824,-0.476261273026466,0.273492453619838,
,,,-0.022732,-0.423195954412222,0.29359295591712,
HORIZONTAL,,,-0.0226816,-0.476261273026466,0.373994965106249,
Mode,MAIN,,-0.0226312,-0.449728613719344,0.454396974295378,
Ref,CENT,,-0.0225808,-0.476261273026466,0.494597978889942,
Main Scale,5 ms/,,-0.0225304,-0.476261273026466,0.534798983484507,
Main Delay,0 s,,-0.02248,-0.476261273026466,0.615200992673635,
,,,-0.0224296,-0.423195954412222,0.494597978889942,
ACQUISITION,,,-0.0223792,-0.423195954412222,0.373994965106249,
Mode,NORM,,-0.0223288,-0.449728613719344,0.273492453619838,
RealTime,On,,-0.0222784,-0.476261273026466,0.11268843524158,
Vectors,On,,-0.022228,-0.449728613719344,0.0322864260524511,
Persistence,Off,,-0.0221776,-0.476261273026466,-0.128517592325807,
,,,-0.0221272,-0.423195954412222,-0.128517592325807,
,,,-0.0220768,-0.449728613719344,-0.208919601514935,
,,,-0.0220264,-0.449728613719344,-0.269221108406782,
,,,-0.021976,-0.3966632951051,-0.269221108406782,
,,,-0.0219256,-0.423195954412222,-0.229020103812218,
,,,-0.0218752,-0.3966632951051,-0.188819099217653,
,,,-0.0218248,-0.423195954412222,-0.168718596920371,
,,,-0.0217744,-0.423195954412222,-0.148618094623089,
,,,-0.021724,-0.370130635797977,-0.2491206061095,
,,,-0.0216736,-0.343597976490855,-0.168718596920371,
,,,-0.0216232,-0.3966632951051,-0.2491206061095,
,,,-0.0215728,-0.370130635797977,-0.148618094623089,
,,,-0.0215224,-0.370130635797977,-0.208919601514935,
,,,-0.021472,-0.343597976490855,-0.229020103812218,
,,,-0.0214216,-0.317065317183733,-0.168718596920371,
,,,-0.0213712,-0.317065317183733,-0.188819099217653,
,,,-0.0213208,-0.317065317183733,-0.148618094623089,
,,,-0.0212704,-0.317065317183733,-0.188819099217653,
,,,-0.02122,-0.343597976490855,-0.208919601514935,
,,,-0.0211696,-0.317065317183733,-0.208919601514935,
,,,-0.0211192,-0.317065317183733,-0.188819099217653,
,,,-0.0210688,-0.317065317183733,-0.208919601514935,
,,,-0.0210184,-0.290532657876611,-0.168718596920371,
,,,-0.020968,-0.237467339262366,-0.128517592325807,
,,,-0.0209176,-0.237467339262366,-0.188819099217653,
,,,-0.0208672,-0.263999998569489,-0.168718596920371,
,,,-0.0208168,-0.263999998569489,-0.168718596920371,
,,,-0.0207664,-0.290532657876611,-0.168718596920371,
,,,-0.020716,-0.210934679955244,-0.128517592325807,
,,,-0.0206656,-0.263999998569489,-0.208919601514935,
,,,-0.0206152,-0.210934679955244,-0.128517592325807,
,,,-0.0205648,-0.210934679955244,-0.108417090028524,
,,,-0.0205144,-0.210934679955244,-0.168718596920371,
,,,-0.020464,-0.157869361341,-0.148618094623089,
,,,-0.0204136,-0.184402020648122,-0.188819099217653,
,,,-0.0203632,-0.157869361341,-0.168718596920371,
,,,-0.0203128,-0.184402020648122,-0.108417090028524,
,,,-0.0202624,-0.157869361341,-0.168718596920371,
,,,-0.020212,-0.184402020648122,-0.128517592325807,
,,,-0.0201616,-0.131336702033877,-0.148618094623089,
,,,-0.0201112,-0.157869361341,-0.128517592325807,
,,,-0.0200608,-0.104804042726755,-0.128517592325807,
,,,-0.0200104,-0.104804042726755,-0.128517592325807,
,,,-0.01996,-0.104804042726755,-0.108417090028524,
,,,-0.0199096,-0.0782713834196329,-0.128517592325807,
,,,-0.0198592,-0.0782713834196329,-0.0883165877312422,
,,,-0.0198088,-0.0782713834196329,-0.108417090028524,
,,,-0.0197584,-0.0782713834196329,-0.108417090028524,
,,,-0.019708,-0.0517387241125107,-0.108417090028524,
,,,-0.0196576,-0.0782713834196329,-0.108417090028524,
,,,-0.0196072,-0.0517387241125107,-0.0883165877312422,
,,,-0.0195568,-0.0517387241125107,-0.108417090028524,
,,,-0.0195064,-0.0782713834196329,-0.0883165877312422,
,,,-0.019456,0.00132659450173378,-0.0481155831366777,
,,,-0.0194056,-0.0252060648053885,-0.0481155831366777,
,,,-0.0193552,-0.0782713834196329,-0.0481155831366777,
,,,-0.0193048,-0.0517387241125107,-0.0481155831366777,
,,,-0.0192544,-0.0517387241125107,-0.0481155831366777,
,,,-0.019204,0.027859253808856,-0.06821608543396,
,,,-0.0191536,0.00132659450173378,-0.0883165877312422,
,,,-0.0191032,0.00132659450173378,-0.108417090028524,
,,,-0.0190528,0.00132659450173378,-0.06821608543396,
,,,-0.0190024,0.0809245724231005,-0.06821608543396,
,,,-0.018952,0.0543919131159782,-0.0883165877312422,
,,,-0.0189016,0.027859253808856,-0.108417090028524,
,,,-0.0188512,0.0809245724231005,-0.0883165877312422,
,,,-0.0188008,0.107457231730223,-0.0481155831366777,
,,,-0.0187504,0.0543919131159782,-0.128517592325807,
,,,-0.0187,0.0809245724231005,-0.0883165877312422,
,,,-0.0186496,0.107457231730223,-0.0481155831366777,
,,,-0.0185992,0.0809245724231005,-0.0883165877312422,
,,,-0.0185488,0.0809245724231005,-0.0883165877312422,
,,,-0.0184984,0.107457231730223,-0.108417090028524,
,,,-0.018448,0.0809245724231005,-0.0481155831366777,
,,,-0.0183976,0.133989891037345,-0.0079145785421133,
,,,-0.0183472,0.133989891037345,-0.0280150808393955,
,,,-0.0182968,0.160522550344467,-0.0280150808393955,
,,,-0.0182464,0.133989891037345,-0.0280150808393955,
,,,-0.018196,0.213587868958712,-0.06821608543396,
,,,-0.0181456,0.133989891037345,-0.108417090028524,
,,,-0.0180952,0.213587868958712,-0.06821608543396,
,,,-0.0180448,0.187055209651589,-0.0079145785421133,
,,,-0.0179944,0.160522550344467,-0.0079145785421133,
,,,-0.017944,0.213587868958712,-0.0280150808393955,
,,,-0.0178936,0.240120528265834,-0.0883165877312422,
,,,-0.0178432,0.240120528265834,-0.0280150808393955,
,,,-0.0177928,0.240120528265834,0.0121859237551689,
,,,-0.0177424,0.266653187572956,-0.0079145785421133,
,,,-0.017692,0.240120528265834,0.0121859237551689,
,,,-0.0176416,0.266653187572956,-0.06821608543396,
,,,-0.0175912,0.240120528265834,-0.0883165877312422,
,,,-0.0175408,0.240120528265834,-0.0280150808393955,
,,,-0.0174904,0.240120528265834,-0.0883165877312422,
,,,-0.01744,0.213587868958712,-0.0280150808393955,
,,,-0.0173896,0.240120528265834,-0.06821608543396,
,,,-0.0173392,0.266653187572956,-0.0280150808393955,
,,,-0.0172888,0.293185846880078,-0.0079145785421133,
,,,-0.0172384,0.319718506187201,-0.06821608543396,
,,,-0.017188,0.319718506187201,-0.0481155831366777,
,,,-0.0171376,0.319718506187201,0.0121859237551689,
,,,-0.0170872,0.266653187572956,0.0322864260524511,
,,,-0.0170368,0.293185846880078,0.0322864260524511,
,,,-0.0169864,0.372783824801445,0.0121859237551689,
,,,-0.016936,0.293185846880078,-0.0079145785421133,
,,,-0.0168856,0.346251165494323,-0.0883165877312422,
,,,-0.0168352,0.319718506187201,-0.0079145785421133,
,,,-0.0167848,0.346251165494323,-0.0079145785421133,
,,,-0.0167344,0.372783824801445,-0.0481155831366777,
,,,-0.016684,0.346251165494323,-0.0481155831366777,
,,,-0.0166336,0.399316484108567,-0.0280150808393955,
,,,-0.0165832,0.399316484108567,-0.0481155831366777,
,,,-0.0165328,0.425849143415689,-0.0481155831366777,
,,,-0.0164824,0.399316484108567,-0.0280150808393955,
,,,-0.016432,0.372783824801445,-0.0280150808393955,
,,,-0.0163816,0.399316484108567,0.0322864260524511,
,,,-0.0163312,0.425849143415689,0.0121859237551689,
,,,-0.0162808,0.425849143415689,0.11268843524158,
,,,-0.0162304,0.425849143415689,0.11268843524158,
,,,-0.01618,0.452381802722812,0.253391951322556,
,,,-0.0161296,0.425849143415689,0.273492453619838,
,,,-0.0160792,0.452381802722812,0.514698481187224,
,,,-0.0160288,0.452381802722812,0.635301494970918,
,,,-0.0159784,0.505447121337056,0.735804006457329,
,,,-0.015928,0.452381802722812,0.595100490376353,
,,,-0.0158776,0.452381802722812,0.494597978889942,
,,,-0.0158272,0.478914462029934,0.313693458214402,
,,,-0.0157768,0.452381802722812,0.193090444430709,
,,,-0.0157264,0.452381802722812,0.0322864260524511,
,,,-0.015676,0.478914462029934,-0.0079145785421133,
,,,-0.0156256,0.425849143415689,-0.0280150808393955,
,,,-0.0155752,0.478914462029934,-0.0079145785421133,
,,,-0.0155248,0.425849143415689,-0.0280150808393955,
,,,-0.0154744,0.452381802722812,-0.0481155831366777,
,,,-0.015424,0.505447121337056,-0.0883165877312422,
,,,-0.0153736,0.452381802722812,-0.0481155831366777,
,,,-0.0153232,0.505447121337056,-0.06821608543396,
,,,-0.0152728,0.531979780644178,-0.148618094623089,
,,,-0.0152224,0.531979780644178,-0.148618094623089,
,,,-0.015172,0.505447121337056,-0.0883165877312422,
,,,-0.0151216,0.505447121337056,-0.108417090028524,
,,,-0.0150712,0.478914462029934,-0.0883165877312422,
,,,-0.0150208,0.531979780644178,-0.148618094623089,
,,,-0.0149704,0.478914462029934,-0.06821608543396,
,,,-0.01492,0.478914462029934,-0.0481155831366777,
,,,-0.0148696,0.505447121337056,-0.128517592325807,
,,,-0.0148192,0.478914462029934,-0.148618094623089,
,,,-0.0147688,0.505447121337056,-0.128517592325807,
,,,-0.0147184,0.505447121337056,-0.148618094623089,
,,,-0.014668,0.505447121337056,-0.0883165877312422,
,,,-0.0146176,0.478914462029934,-0.148618094623089,
,,,-0.0145672,0.452381802722812,-0.0481155831366777,
,,,-0.0145168,0.505447121337056,-0.0883165877312422,
,,,-0.0144664,0.505447121337056,-0.128517592325807,
,,,-0.014416,0.531979780644178,-0.06821608543396,
,,,-0.0143656,0.531979780644178,-0.128517592325807,
,,,-0.0143152,0.505447121337056,-0.0883165877312422,
,,,-0.0142648,0.478914462029934,-0.108417090028524,
,,,-0.0142144,0.478914462029934,-0.0481155831366777,
,,,-0.014164,0.478914462029934,-0.0280150808393955,
,,,-0.0141136,0.452381802722812,-0.108417090028524,
,,,-0.0140632,0.531979780644178,-0.0481155831366777,
,,,-0.0140128,0.478914462029934,-0.0883165877312422,
,,,-0.0139624,0.531979780644178,-0.0883165877312422,
,,,-0.013912,0.505447121337056,-0.108417090028524,
,,,-0.0138616,0.505447121337056,-0.0481155831366777,
,,,-0.0138112,0.478914462029934,-0.0481155831366777,
,,,-0.0137608,0.531979780644178,-0.0079145785421133,
,,,-0.0137104,0.478914462029934,-0.0280150808393955,
,,,-0.01366,0.478914462029934,-0.108417090028524,
,,,-0.0136096,0.452381802722812,-0.0883165877312422,
,,,-0.0135592,0.505447121337056,-0.0481155831366777,
,,,-0.0135088,0.478914462029934,-0.0079145785421133,
,,,-0.0134584,0.478914462029934,-0.0280150808393955,
,,,-0.013408,0.478914462029934,0.0121859237551689,
,,,-0.0133576,0.478914462029934,0.0322864260524511,
,,,-0.0133072,0.452381802722812,-0.06821608543396,
,,,-0.0132568,0.452381802722812,-0.0280150808393955,
,,,-0.0132064,0.505447121337056,-0.0079145785421133,
,,,-0.013156,0.478914462029934,-0.0079145785421133,
,,,-0.0131056,0.478914462029934,0.0322864260524511,
,,,-0.0130552,0.478914462029934,0.0724874306470156,
,,,-0.0130048,0.478914462029934,0.0925879329442978,
,,,-0.0129544,0.505447121337056,0.0925879329442978,
,,,-0.012904,0.425849143415689,0.0322864260524511,
,,,-0.0128536,0.505447121337056,0.0925879329442978,
,,,-0.0128032,0.452381802722812,0.172989942133427,
,,,-0.0127528,0.452381802722812,0.11268843524158,
,,,-0.0127024,0.452381802722812,0.233291449025273,
,,,-0.012652,0.452381802722812,0.233291449025273,
,,,-0.0126016,0.478914462029934,0.353894462808967,
,,,-0.0125512,0.452381802722812,0.434296471998096,
,,,-0.0125008,0.399316484108567,0.534798983484507,
,,,-0.0124504,0.478914462029934,0.615200992673635,
,,,-0.0124,0.452381802722812,0.675502499565482,
,,,-0.0123496,0.425849143415689,0.615200992673635,
,,,-0.0122992,0.399316484108567,0.47449747659266,
,,,-0.0122488,0.452381802722812,0.313693458214402,
,,,-0.0121984,0.425849143415689,0.132788937538862,
,,,-0.012148,0.399316484108567,0.0523869283497334,
,,,-0.0120976,0.425849143415689,-0.06821608543396,
,,,-0.0120472,0.478914462029934,-0.06821608543396,
,,,-0.0119968,0.425849143415689,-0.128517592325807,
,,,-0.0119464,0.372783824801445,-0.108417090028524,
,,,-0.011896,0.399316484108567,-0.108417090028524,
,,,-0.0118456,0.399316484108567,-0.208919601514935,
,,,-0.0117952,0.372783824801445,-0.148618094623089,
,,,-0.0117448,0.399316484108567,-0.128517592325807,
,,,-0.0116944,0.346251165494323,-0.148618094623089,
,,,-0.011644,0.346251165494323,-0.148618094623089,
,,,-0.0115936,0.319718506187201,-0.168718596920371,
,,,-0.0115432,0.346251165494323,-0.128517592325807,
,,,-0.0114928,0.319718506187201,-0.128517592325807,
,,,-0.0114424,0.319718506187201,-0.168718596920371,
,,,-0.011392,0.372783824801445,-0.208919601514935,
,,,-0.0113416,0.293185846880078,-0.0883165877312422,
,,,-0.0112912,0.293185846880078,-0.208919601514935,
,,,-0.0112408,0.266653187572956,-0.108417090028524,
,,,-0.0111904,0.293185846880078,-0.168718596920371,
,,,-0.01114,0.293185846880078,-0.148618094623089,
,,,-0.0110896,0.293185846880078,-0.168718596920371,
,,,-0.0110392,0.266653187572956,-0.108417090028524,
,,,-0.0109888,0.266653187572956,-0.0883165877312422,
,,,-0.0109384,0.266653187572956,-0.06821608543396,
,,,-0.010888,0.266653187572956,-0.148618094623089,
,,,-0.0108376,0.213587868958712,-0.148618094623089,
,,,-0.0107872,0.187055209651589,-0.128517592325807,
,,,-0.0107368,0.187055209651589,-0.0883165877312422,
,,,-0.0106864,0.266653187572956,-0.0883165877312422,
,,,-0.010636,0.187055209651589,-0.06821608543396,
,,,-0.0105856,0.187055209651589,-0.148618094623089,
,,,-0.0105352,0.213587868958712,-0.0883165877312422,
,,,-0.0104848,0.187055209651589,-0.168718596920371,
,,,-0.0104344,0.160522550344467,-0.128517592325807,
,,,-0.010384,0.160522550344467,-0.0481155831366777,
,,,-0.0103336,0.133989891037345,-0.0883165877312422,
,,,-0.0102832,0.160522550344467,-0.0883165877312422,
,,,-0.0102328,0.133989891037345,-0.06821608543396,
,,,-0.0101824,0.0809245724231005,-0.06821608543396,
,,,-0.010132,0.133989891037345,-0.0481155831366777,
,,,-0.0100816,0.160522550344467,-0.06821608543396,
,,,-0.0100312,0.160522550344467,-0.0481155831366777,
,,,-0.0099808,0.0809245724231005,-0.0481155831366777,
,,,-0.0099304,0.0809245724231005,-0.0481155831366777,
,,,-0.00988,0.107457231730223,-0.0481155831366777,
,,,-0.0098296,0.0543919131159782,-0.108417090028524,
,,,-0.0097792,0.0543919131159782,-0.06821608543396,
,,,-0.0097288,0.0543919131159782,-0.0883165877312422,
,,,-0.0096784,0.0809245724231005,-0.108417090028524,
,,,-0.009628,0.027859253808856,-0.0883165877312422,
,,,-0.0095776,0.027859253808856,-0.108417090028524,
,,,-0.0095272,-0.0252060648053885,-0.0883165877312422,
,,,-0.0094768,0.027859253808856,-0.0883165877312422,
,,,-0.0094264,0.00132659450173378,-0.06821608543396,
,,,-0.009376,0.027859253808856,-0.06821608543396,
,,,-0.0093256,0.00132659450173378,-0.0883165877312422,
,,,-0.0092752,-0.0782713834196329,-0.0481155831366777,
,,,-0.0092248,-0.0252060648053885,-0.06821608543396,
,,,-0.0091744,-0.0517387241125107,-0.06821608543396,
,,,-0.009124,-0.0782713834196329,-0.0079145785421133,
,,,-0.0090736,-0.0252060648053885,-0.0481155831366777,
,,,-0.0090232,-0.0782713834196329,-0.0481155831366777,
,,,-0.0089728,-0.0517387241125107,-0.0883165877312422,
,,,-0.0089224,-0.0517387241125107,-0.0883165877312422,
,,,-0.008872,-0.0782713834196329,-0.0883165877312422,
,,,-0.0088216,-0.0782713834196329,-0.0481155831366777,
,,,-0.0087712,-0.0782713834196329,-0.0079145785421133,
,,,-0.0087208,-0.104804042726755,-0.0079145785421133,
,,,-0.0086704,-0.104804042726755,-0.0481155831366777,
,,,-0.00862,-0.131336702033877,-0.0079145785421133,
,,,-0.0085696,-0.131336702033877,-0.0079145785421133,
,,,-0.0085192,-0.157869361341,-0.0280150808393955,
,,,-0.0084688,-0.104804042726755,-0.0481155831366777,
,,,-0.0084184,-0.157869361341,-0.06821608543396,
,,,-0.008368,-0.157869361341,-0.06821608543396,
,,,-0.0083176,-0.184402020648122,-0.0883165877312422,
,,,-0.0082672,-0.184402020648122,-0.0079145785421133,
,,,-0.0082168,-0.157869361341,-0.0883165877312422,
,,,-0.0081664,-0.184402020648122,-0.0280150808393955,
,,,-0.008116,-0.157869361341,-0.0079145785421133,
,,,-0.0080656,-0.184402020648122,-0.0280150808393955,
,,,-0.0080152,-0.210934679955244,-0.0280150808393955,
,,,-0.0079648,-0.210934679955244,-0.06821608543396,
,,,-0.0079144,-0.237467339262366,-0.06821608543396,
,,,-0.007864,-0.210934679955244,-0.0481155831366777,
,,,-0.0078136,-0.237467339262366,-0.0079145785421133,
,,,-0.0077632,-0.237467339262366,-0.0079145785421133,
,,,-0.0077128,-0.210934679955244,-0.0481155831366777,
,,,-0.0076624,-0.263999998569489,-0.06821608543396,
,,,-0.007612,-0.237467339262366,0.0121859237551689,
,,,-0.0075616,-0.263999998569489,-0.0481155831366777,
,,,-0.0075112,-0.290532657876611,-0.0079145785421133,
,,,-0.0074608,-0.290532657876611,0.0322864260524511,
,,,-0.0074104,-0.317065317183733,-0.0280150808393955,
,,,-0.00736,-0.290532657876611,-0.0280150808393955,
,,,-0.0073096,-0.317065317183733,-0.0883165877312422,
,,,-0.0072592,-0.290532657876611,-0.0079145785421133,
,,,-0.0072088,-0.317065317183733,0.0121859237551689,
,,,-0.0071584,-0.317065317183733,0.0322864260524511,
,,,-0.007108,-0.317065317183733,-0.0079145785421133,
,,,-0.0070576,-0.343597976490855,-0.0481155831366777,
,,,-0.0070072,-0.370130635797977,0.0121859237551689,
,,,-0.0069568,-0.317065317183733,-0.0280150808393955,
,,,-0.0069064,-0.370130635797977,-0.0079145785421133,
,,,-0.006856,-0.3966632951051,-0.0079145785421133,
,,,-0.0068056,-0.370130635797977,0.0121859237551689,
,,,-0.0067552,-0.370130635797977,-0.0079145785421133,
,,,-0.0067048,-0.343597976490855,-0.0280150808393955,
,,,-0.0066544,-0.370130635797977,-0.0079145785421133,
,,,-0.006604,-0.3966632951051,0.0523869283497334,
,,,-0.0065536,-0.423195954412222,0.0523869283497334,
,,,-0.0065032,-0.3966632951051,0.0523869283497334,
,,,-0.0064528,-0.423195954412222,0.0121859237551689,
,,,-0.0064024,-0.3966632951051,-0.0280150808393955,
,,,-0.006352,-0.423195954412222,0.0121859237551689,
,,,-0.0063016,-0.423195954412222,0.11268843524158,
,,,-0.0062512,-0.423195954412222,0.0523869283497334,
,,,-0.0062008,-0.423195954412222,0.0925879329442978,
,,,-0.0061504,-0.476261273026466,0.152889439836144,
,,,-0.0061,-0.476261273026466,0.253391951322556,
,,,-0.0060496,-0.449728613719344,0.394095467403531,
,,,-0.0059992,-0.449728613719344,0.554899485781789,
,,,-0.0059488,-0.449728613719344,0.675502499565482,
,,,-0.0058984,-0.502793932333589,0.695603001862764,
,,,-0.005848,-0.476261273026466,0.595100490376353,
,,,-0.0057976,-0.449728613719344,0.414195969700813,
,,,-0.0057472,-0.449728613719344,0.273492453619838,
,,,-0.0056968,-0.502793932333589,0.172989942133427,
,,,-0.0056464,-0.476261273026466,0.0925879329442978,
,,,-0.005596,-0.476261273026466,0.0925879329442978,
,,,-0.0055456,-0.502793932333589,0.0121859237551689,
,,,-0.0054952,-0.502793932333589,-0.06821608543396,
,,,-0.0054448,-0.529326591640711,-0.0280150808393955,
,,,-0.0053944,-0.476261273026466,-0.0280150808393955,
,,,-0.005344,-0.476261273026466,-0.0883165877312422,
,,,-0.0052936,-0.529326591640711,-0.148618094623089,
,,,-0.0052432,-0.502793932333589,-0.0280150808393955,
,,,-0.0051928,-0.502793932333589,-0.0883165877312422,
,,,-0.0051424,-0.502793932333589,-0.148618094623089,
,,,-0.005092,-0.529326591640711,-0.0481155831366777,
,,,-0.0050416,-0.529326591640711,-0.06821608543396,
,,,-0.0049912,-0.502793932333589,-0.0883165877312422,
,,,-0.0049408,-0.529326591640711,-0.0481155831366777,
,,,-0.0048904,-0.529326591640711,-0.148618094623089,
,,,-0.00484,-0.529326591640711,-0.148618094623089,
,,,-0.0047896,-0.529326591640711,-0.108417090028524,
,,,-0.0047392,-0.529326591640711,-0.148618094623089,
,,,-0.0046888,-0.529326591640711,-0.128517592325807,
,,,-0.0046384,-0.502793932333589,-0.0481155831366777,
,,,-0.004588,-0.502793932333589,-0.06821608543396,
,,,-0.0045376,-0.502793932333589,-0.148618094623089,
,,,-0.0044872,-0.502793932333589,-0.128517592325807,
,,,-0.0044368,-0.502793932333589,-0.128517592325807,
,,,-0.0043864,-0.476261273026466,-0.0883165877312422,
,,,-0.004336,-0.555859250947833,-0.0481155831366777,
,,,-0.0042856,-0.502793932333589,-0.0481155831366777,
,,,-0.0042352,-0.529326591640711,-0.0481155831366777,
,,,-0.0041848,-0.476261273026466,-0.06821608543396,
,,,-0.0041344,-0.529326591640711,-0.108417090028524,
,,,-0.004084,-0.529326591640711,-0.148618094623089,
,,,-0.0040336,-0.476261273026466,-0.0280150808393955,
,,,-0.0039832,-0.502793932333589,-0.0481155831366777,
,,,-0.0039328,-0.502793932333589,-0.0481155831366777,
,,,-0.0038824,-0.529326591640711,-0.0280150808393955,
,,,-0.003832,-0.529326591640711,-0.0883165877312422,
,,,-0.0037816,-0.529326591640711,-0.0280150808393955,
,,,-0.0037312,-0.476261273026466,-0.0883165877312422,
,,,-0.0036808,-0.476261273026466,-0.06821608543396,
,,,-0.0036304,-0.502793932333589,-0.0481155831366777,
,,,-0.00358,-0.502793932333589,-0.0280150808393955,
,,,-0.0035296,-0.476261273026466,-0.06821608543396,
,,,-0.0034792,-0.476261273026466,0.0121859237551689,
,,,-0.0034288,-0.529326591640711,0.0322864260524511,
,,,-0.0033784,-0.449728613719344,0.0523869283497334,
,,,-0.003328,-0.476261273026466,0.0322864260524511,
,,,-0.0032776,-0.449728613719344,0.0322864260524511,
,,,-0.0032272,-0.502793932333589,0.0322864260524511,
,,,-0.0031768,-0.502793932333589,0.0523869283497334,
,,,-0.0031264,-0.476261273026466,0.0925879329442978,
,,,-0.003076,-0.476261273026466,0.11268843524158,
,,,-0.0030256,-0.476261273026466,0.132788937538862,
,,,-0.0029752,-0.476261273026466,0.0724874306470156,
,,,-0.0029248,-0.476261273026466,0.0925879329442978,
,,,-0.0028744,-0.502793932333589,0.213190946727991,
,,,-0.002824,-0.502793932333589,0.253391951322556,
,,,-0.0027736,-0.476261273026466,0.253391951322556,
,,,-0.0027232,-0.449728613719344,0.373994965106249,
,,,-0.0026728,-0.476261273026466,0.414195969700813,
,,,-0.0026224,-0.476261273026466,0.47449747659266,
,,,-0.002572,-0.476261273026466,0.615200992673635,
,,,-0.0025216,-0.449728613719344,0.534798983484507,
,,,-0.0024712,-0.476261273026466,0.534798983484507,
,,,-0.0024208,-0.502793932333589,0.454396974295378,
,,,-0.0023704,-0.423195954412222,0.394095467403531,
,,,-0.00232,-0.476261273026466,0.213190946727991,
,,,-0.0022696,-0.476261273026466,0.132788937538862,
,,,-0.0022192,-0.449728613719344,-0.0280150808393955,
,,,-0.0021688,-0.449728613719344,-0.0481155831366777,
,,,-0.0021184,-0.423195954412222,-0.148618094623089,
,,,-0.002068,-0.449728613719344,-0.168718596920371,
,,,-0.0020176,-0.423195954412222,-0.2491206061095,
,,,-0.0019672,-0.449728613719344,-0.229020103812218,
,,,-0.0019168,-0.3966632951051,-0.229020103812218,
,,,-0.0018664,-0.3966632951051,-0.208919601514935,
,,,-0.001816,-0.370130635797977,-0.148618094623089,
,,,-0.0017656,-0.3966632951051,-0.188819099217653,
,,,-0.0017152,-0.3966632951051,-0.229020103812218,
,,,-0.0016648,-0.3966632951051,-0.188819099217653,
,,,-0.0016144,-0.3966632951051,-0.229020103812218,
,,,-0.001564,-0.343597976490855,-0.168718596920371,
,,,-0.0015136,-0.343597976490855,-0.148618094623089,
,,,-0.0014632,-0.343597976490855,-0.188819099217653,
,,,-0.0014128,-0.343597976490855,-0.128517592325807,
,,,-0.0013624,-0.317065317183733,-0.168718596920371,
