Address:,USB0::0x0957::0x179B::MY59127615::0::INSTR,,Analog Channels,,,
Model:,DSO-X 2002A,,Time (s),1 (VOLT),2 (VOLT),
,,,-0.0075520836125,0.972375469980761,0.00477387057617307,
,,,-0.00750000028,0.975390545092523,0.0148241217248142,
,,,-0.0074479169475,0.978405620204285,-0.0203517572954297,
,,,-0.007395833615,0.981420695316046,0.00100502639543265,
,,,-0.0073437502825,0.982928232871927,-0.0165829131146893,
,,,-0.00729166695,0.985943307983689,-0.00527638057246804,
,,,-0.0072395836175,0.98745084553957,-0.00150753639172763,
,,,-0.007187500285,0.990465920651332,-0.014070350327529,
,,,-0.0071354169525,0.991973458207212,-0.00778894335962832,
,,,-0.00708333362,0.994988533318974,-0.0178391945082694,
,,,-0.0070312502875,0.994988533318974,-0.0203517572954297,
,,,-0.006979166955,0.998003608430736,-0.0190954759018496,
,,,-0.0069270836225,0.999511145986617,-0.0178391945082694,
,,,-0.00687500029,1.0010186835425,-0.0178391945082694,
,,,-0.0068229169575,1.00403375865426,-0.0266331642633304,
,,,-0.006770833625,1.00403375865426,-0.0103015061467886,
,,,-0.0067187502925,1.00554129621014,-0.031658289837651,
,,,-0.00666666696,1.00403375865426,-0.0040200991788879,
,,,-0.0066145836275,1.00554129621014,-0.0203517572954297,
,,,-0.006562500295,1.00554129621014,-0.0304020084440708,
,,,-0.0065104169625,1.00554129621014,-0.0128140689339489,
,,,-0.00645833363,1.00554129621014,0.00100502639543265,
,,,-0.0064062502975,1.00554129621014,0.00854271475691348,
,,,-0.006354166965,1.00554129621014,-0.0115577875403687,
,,,-0.0063020836325,1.00554129621014,-0.0103015061467886,
,,,-0.0062500003,1.00403375865426,-0.00527638057246804,
,,,-0.0061979169675,1.00252622109838,-0.00150753639172763,
,,,-0.006145833635,1.0010186835425,-0.00653266196604818,
,,,-0.0060937503025,0.998003608430736,-0.014070350327529,
,,,-0.00604166697,0.996496070874855,-0.02286432008259,
,,,-0.0059895836375,0.994988533318974,-0.014070350327529,
,,,-0.005937500305,0.993480995763093,-0.00904522475320846,
,,,-0.0058854169725,0.991973458207212,-0.0103015061467886,
,,,-0.00583333364,0.990465920651332,-0.0040200991788879,
,,,-0.0057812503075,0.988958383095451,0.00854271475691348,
,,,-0.005729166975,0.985943307983689,-0.0203517572954297,
,,,-0.0056770836425,0.984435770427808,-0.014070350327529,
,,,-0.00562500031,0.982928232871927,-0.0216080386890098,
,,,-0.0055729169775,0.981420695316046,-0.0115577875403687,
,,,-0.005520833645,0.979913157760166,-0.0103015061467886,
,,,-0.0054687503125,0.976898082648404,-0.031658289837651,
,,,-0.00541666698,0.975390545092523,-0.0178391945082694,
,,,-0.0053645836475,0.972375469980761,-0.00653266196604818,
,,,-0.005312500315,0.970867932424881,-0.000251254998147488,
,,,-0.0052604169825,0.969360394869,-0.0128140689339489,
,,,-0.00520833365,0.966345319757238,-0.0115577875403687,
,,,-0.0051562503175,0.964837782201357,0.00477387057617307,
,,,-0.005104166985,0.961822707089596,-0.0115577875403687,
,,,-0.0050520836525,0.960315169533715,-0.0040200991788879,
,,,-0.00500000032,0.957300094421953,-0.014070350327529,
,,,-0.0049479169875,0.954285019310191,-0.00904522475320846,
,,,-0.004895833655,0.95277748175431,-0.00150753639172763,
,,,-0.0048437503225,0.948254869086668,-0.00276381778530777,
,,,-0.00479166699,0.946747331530787,-0.00527638057246804,
,,,-0.0047395836575,0.945239793974906,-0.00527638057246804,
,,,-0.004687500325,0.943732256419025,-0.0128140689339489,
,,,-0.0046354169925,0.940717181307264,-0.0153266317211092,
,,,-0.00458333366,0.939209643751383,-0.0040200991788879,
,,,-0.0045312503275,0.93468703108374,-0.0216080386890098,
,,,-0.004479166995,0.931671955971979,-0.0115577875403687,
,,,-0.0044270836625,0.928656880860217,-0.014070350327529,
,,,-0.00437500033,0.925641805748455,-0.0203517572954297,
,,,-0.0043229169975,0.921119193080813,-0.0115577875403687,
,,,-0.004270833665,0.918104117969051,-0.00778894335962832,
,,,-0.0042187503325,0.913581505301408,-0.0103015061467886,
,,,-0.004166667,0.909058892633766,-0.0128140689339489,
,,,-0.0041145836675,0.904536279966123,-0.0040200991788879,
,,,-0.004062500335,0.900013667298481,-0.00778894335962832,
,,,-0.0040104170025,0.893983517074957,0.00226130778901279,
,,,-0.00395833367,0.886445829295553,0.00854271475691348,
,,,-0.0039062503375,0.88041567907203,0.00979899615049362,
,,,-0.003854167005,0.872877991292626,0.00728643336333334,
,,,-0.0038020836725,0.866847841069102,0.00728643336333334,
,,,-0.00375000034,0.860817690845579,0.0173366845119745,
,,,-0.0036979170075,0.851772465510294,0.0160804031183943,
,,,-0.003645833675,0.84574231528677,-0.00150753639172763,
,,,-0.0035937503425,0.838204627507366,0.00351758918259293,
,,,-0.00354166701,0.830666939727962,-0.014070350327529,
,,,-0.0034895836775,0.824636789504439,-0.0115577875403687,
,,,-0.003437500345,0.815591564169154,-0.0040200991788879,
,,,-0.0033854170125,0.808053876389749,-0.00653266196604818,
,,,-0.00333333368,0.800516188610345,-0.00150753639172763,
,,,-0.0032812503475,0.79147096327506,0.0148241217248142,
,,,-0.003229167015,0.782425737939775,0.0198492472991347,
,,,-0.0031770836825,0.774888050160371,0.0261306542670354,
,,,-0.00312500035,0.765842824825086,0.00226130778901279,
,,,-0.0030729170175,0.75529006193392,0.0110552775440738,
,,,-0.003020833685,0.746244836598635,0.0248743728734553,
,,,-0.0029687503525,0.73719961126335,0.0298994984477758,
,,,-0.00291666702,0.728154385928065,0.0248743728734553,
,,,-0.0028645836875,0.717601623036899,0.0123115589376539,
,,,-0.002812500355,0.707048860145733,0.0198492472991347,
,,,-0.0027604170225,0.699511172366329,0.0123115589376539,
,,,-0.00270833369,0.688958409475163,0.00603015196975321,
,,,-0.0026562503575,0.678405646583997,0.0248743728734553,
,,,-0.002604167025,0.66634534613695,0.0248743728734553,
,,,-0.0025520836925,0.657300120801665,0.013567840331234,
,,,-0.00250000036,0.645239820354618,0.0160804031183943,
,,,-0.0024479170275,0.634687057463452,0.0160804031183943,
,,,-0.002395833695,0.624134294572286,0.00477387057617307,
,,,-0.0023437503625,0.61358153168112,0.0110552775440738,
,,,-0.00229166703,0.604536306345835,0.0248743728734553,
,,,-0.0022395836975,0.592476005898789,0.0173366845119745,
,,,-0.002187500365,0.583430780563504,0.0261306542670354,
